Column1;Genero;Edad;Altura;Peso;FAVC;FCVC;CH2O;FAF;TUE;CALC;TransporteUtilizado
1396;Hombre;31;166;140;Si;Si;Siempre;10;10;Aveces;Automovil
1397;Hombre;29;164;58;Si;Si;RaraVez;10;30;Aveces;Automovil
1398;Hombre;21;162;62;Si;No;RaraVez;20;20;Siempre;TransportePublico
1399;Hombre;21;178;55;Si;Si;Siempre;10;10;Siempre;TransportePublico
1400;Hombre;39;161;57;Si;No;Siempre;10;20;Frecuentemente;Automovil
1401;Hombre;36;171;69;Si;No;Siempre;10;30;Frecuentemente;Automovil
1402;Hombre;22;178;90;Si;No;RaraVez;10;30;Siempre;TransportePublico
1403;Hombre;23;161;95;Si;No;Siempre;20;30;Siempre;TransportePublico
1404;Hombre;22;171;116;Si;No;RaraVez;10;10;Siempre;TransportePublico
1405;Hombre;21;153;60;Si;No;RaraVez;10;20;Siempre;TransportePublico
1406;Hombre;36;154;80;Si;Si;RaraVez;10;20;Aveces;Automovil
1407;Hombre;37;155;78;Si;No;RaraVez;10;10;Aveces;Automovil
1408;Mujer;22;176;60;Si;Si;RaraVez;10;30;Siempre;TransportePublico
1409;Mujer;22;165;65;Si;No;RaraVez;20;10;Siempre;TransportePublico
1410;Mujer;22;167;85;Si;Si;Siempre;30;30;Siempre;TransportePublico
1411;Mujer;22;179;89;Si;Si;Siempre;20;30;Siempre;TransportePublico
1412;Mujer;22;159;89;Si;No;Siempre;20;10;Aveces;TransportePublico
1413;Mujer;22;179;80;Si;Si;Siempre;10;30;Aveces;TransportePublico
1414;Mujer;38;166;90;Si;No;Siempre;20;30;Aveces;Automovil
1415;Mujer;40;164;60;Si;Si;RaraVez;10;10;Aveces;Automovil
1416;Mujer;40;162;58;Si;No;Siempre;10;20;Aveces;Automovil
1417;Mujer;38;178;91;Si;No;RaraVez;20;20;Aveces;Automovil
1418;Hombre;25;161;85;Si;Si;RaraVez;10;30;Aveces;Automovil
1419;Hombre;26;171;89;Si;No;Siempre;10;10;Aveces;Automovil
1420;Mujer;23;178;83;Si;Si;Siempre;10;30;Siempre;TransportePublico
1421;Mujer;23;161;58;Si;No;Siempre;10;10;Siempre;TransportePublico
1422;Hombre;20;171;83;Si;Si;Siempre;10;30;Siempre;TransportePublico
1423;Hombre;21;153;87;Si;No;RaraVez;10;30;Siempre;TransportePublico
1424;Hombre;22;154;65;Si;No;RaraVez;10;10;Siempre;TransportePublico
1425;Hombre;22;155;78;Si;No;Siempre;10;30;Siempre;TransportePublico
1426;Mujer;23;176;93;Si;Si;RaraVez;10;30;Siempre;TransportePublico
1427;Mujer;24;171;64;Si;No;RaraVez;20;10;Siempre;TransportePublico
1428;Hombre;20;178;84;Si;Si;RaraVez;20;30;Aveces;TransportePublico
1429;Hombre;20;153;57;Si;No;Siempre;10;30;Aveces;TransportePublico
1430;Hombre;21;170;127;Si;No;RaraVez;10;20;Aveces;TransportePublico
1431;Hombre;18;153;70;Si;No;RaraVez;10;30;Aveces;TransportePublico
1432;Mujer;18;154;127;Si;No;Siempre;10;10;Aveces;TransportePublico
1433;Mujer;18;155;127;Si;Si;RaraVez;30;10;Aveces;TransportePublico
1434;Mujer;20;168;127;Si;Si;Siempre;10;20;Aveces;TransportePublico
1435;Mujer;18;159;127;Si;No;RaraVez;10;10;Aveces;TransportePublico
1436;Hombre;22;169;127;Si;Si;Siempre;10;30;Siempre;TransportePublico
1437;Hombre;23;166;127;Si;Si;RaraVez;10;10;Siempre;TransportePublico
1438;Hombre;22;164;127;Si;Si;Siempre;10;30;Siempre;TransportePublico
1439;Hombre;23;162;127;Si;No;Siempre;10;20;Siempre;TransportePublico
1440;Hombre;20;178;55;Si;No;RaraVez;10;10;Siempre;TransportePublico
1441;Hombre;20;163;90;Si;No;Siempre;10;30;Siempre;TransportePublico
1442;Hombre;21;167;95;Si;Si;RaraVez;10;30;Siempre;TransportePublico
1443;Hombre;21;163;88;Si;No;Siempre;10;10;Siempre;TransportePublico
1444;Hombre;18;185;75;Si;No;Siempre;20;20;Siempre;TransportePublico
1445;Hombre;18;154;95;Si;No;RaraVez;10;30;Siempre;TransportePublico
1446;Hombre;18;164;95;Si;No;Siempre;10;10;Siempre;TransportePublico
1447;Hombre;18;157;140;Si;Si;Siempre;10;30;Siempre;TransportePublico
1448;Mujer;19;162;95;Si;No;RaraVez;30;30;Siempre;TransportePublico
1449;Mujer;19;172;57;Si;Si;RaraVez;10;30;Siempre;TransportePublico
1450;Mujer;22;176;86;Si;No;RaraVez;30;30;Siempre;TransportePublico
1451;Mujer;22;165;85;Si;No;Siempre;20;10;Siempre;TransportePublico
1452;Hombre;22;167;89;Si;No;RaraVez;10;10;Siempre;TransportePublico
1453;Hombre;21;179;76;Si;No;Siempre;10;10;Siempre;TransportePublico
1454;Hombre;20;159;75;Si;Si;RaraVez;10;10;Siempre;TransportePublico
1455;Hombre;19;179;95;Si;No;RaraVez;10;30;Siempre;TransportePublico
1456;Hombre;21;166;78;Si;No;RaraVez;20;30;Siempre;TransportePublico
1457;Hombre;20;164;89;Si;No;Siempre;10;30;Siempre;TransportePublico
1458;Mujer;39;162;90;Si;Si;Siempre;10;30;Siempre;Automovil
1459;Mujer;37;178;80;Si;No;Siempre;10;20;Siempre;Automovil
1460;Mujer;37;161;68;Si;No;Siempre;10;30;Siempre;Automovil
1461;Mujer;37;171;61;Si;No;Siempre;20;30;Siempre;Automovil
1462;Hombre;18;178;89;Si;Si;Siempre;20;20;No;TransportePublico
1463;Hombre;17;161;89;Si;No;RaraVez;10;10;No;TransportePublico
1464;Mujer;39;171;93;Si;Si;RaraVez;10;20;Aveces;Automovil
1465;Mujer;37;153;58;Si;Si;RaraVez;10;20;Aveces;Automovil
1466;Mujer;41;154;93;Si;Si;Siempre;30;10;Aveces;Automovil
1467;Mujer;43;155;66;Si;Si;RaraVez;10;10;Aveces;Automovil
1468;Hombre;18;176;116;Si;No;RaraVez;10;20;Siempre;TransportePublico
1469;Hombre;18;165;75;Si;No;RaraVez;20;10;Siempre;TransportePublico
1470;Hombre;18;167;72;Si;No;Siempre;20;30;Siempre;TransportePublico
1471;Hombre;18;179;80;Si;Si;RaraVez;20;10;Siempre;TransportePublico
1472;Hombre;29;159;75;Si;Si;RaraVez;20;30;Aveces;Automovil
1473;Hombre;28;179;93;Si;No;RaraVez;10;30;Aveces;Automovil
1474;Mujer;18;166;93;Si;No;Siempre;20;20;Siempre;TransportePublico
1475;Mujer;18;164;93;Si;Si;Siempre;20;30;Siempre;TransportePublico
1476;Hombre;23;162;93;Si;No;Siempre;20;30;Siempre;Automovil
1477;Hombre;24;178;75;Si;No;RaraVez;20;10;Siempre;Automovil
1478;Hombre;29;161;67;Si;No;Siempre;10;30;Aveces;Automovil
1479;Hombre;27;171;70;Si;No;Siempre;10;30;Aveces;Automovil
1480;Mujer;18;178;87;Si;No;RaraVez;10;30;Siempre;TransportePublico
1481;Mujer;18;161;80;Si;No;Siempre;30;30;Siempre;TransportePublico
1482;Hombre;21;171;61;Si;No;RaraVez;10;10;Siempre;TransportePublico
1483;Hombre;21;153;90;Si;No;Siempre;10;30;Siempre;TransportePublico
1484;Hombre;20;154;78;Si;No;Siempre;20;10;Siempre;TransportePublico
1485;Hombre;20;155;93;Si;No;RaraVez;20;30;Siempre;TransportePublico
1486;Mujer;19;176;89;Si;Si;RaraVez;20;30;Siempre;TransportePublico
1487;Mujer;18;171;84;Si;No;Siempre;20;30;Siempre;TransportePublico
1488;Hombre;18;178;94;Si;No;RaraVez;10;30;Siempre;TransportePublico
1489;Hombre;19;153;63;Si;No;Siempre;20;10;Siempre;TransportePublico
1490;Hombre;30;178;89;Si;No;Siempre;20;30;Siempre;Automovil
1491;Hombre;25;161;89;Si;Si;RaraVez;20;20;Siempre;Automovil
1492;Hombre;37;171;89;Si;No;RaraVez;20;10;Siempre;TransportePublico
1493;Hombre;32;170;78;Si;No;Siempre;10;30;Siempre;TransportePublico
1494;Hombre;27;176;72;Si;Si;Siempre;10;30;Siempre;TransportePublico
1495;Hombre;30;170;80;Si;No;Siempre;10;10;Siempre;TransportePublico
1496;Hombre;26;153;89;No;Si;RaraVez;30;10;Siempre;Automovil
1497;Hombre;34;154;89;No;Si;Siempre;10;10;Siempre;Automovil
1498;Hombre;26;155;85;Si;No;RaraVez;10;20;Siempre;TransportePublico
1499;Hombre;28;168;130;Si;No;Siempre;20;10;Siempre;TransportePublico
1500;Hombre;27;159;89;Si;Si;RaraVez;20;10;Siempre;TransportePublico
1501;Hombre;25;169;80;Si;No;Siempre;20;30;Siempre;TransportePublico
1502;Hombre;30;166;79;Si;No;RaraVez;20;20;Siempre;Automovil
1503;Hombre;31;164;77;Si;No;RaraVez;10;10;Siempre;Automovil
1504;Hombre;24;162;82;Si;No;RaraVez;20;10;Siempre;TransportePublico
1505;Hombre;24;178;90;Si;No;Siempre;20;20;Siempre;TransportePublico
1506;Hombre;41;163;95;Si;No;RaraVez;10;10;Siempre;Automovil
1507;Hombre;27;167;64;Si;No;RaraVez;10;30;Aveces;Automovil
1508;Hombre;23;163;59;Si;No;RaraVez;10;10;Aveces;TransportePublico
1509;Hombre;22;185;127;Si;Si;RaraVez;30;20;Aveces;TransportePublico
1510;Hombre;24;154;84;Si;Si;Siempre;10;10;Frecuentemente;TransportePublico
1511;Hombre;20;164;84;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
1512;Hombre;30;157;127;Si;No;RaraVez;20;10;Frecuentemente;Automovil
1513;Hombre;25;162;67;Si;No;RaraVez;20;10;Frecuentemente;Automovil
1514;Hombre;30;172;70;Si;No;Siempre;20;30;Frecuentemente;TransportePublico
1515;Hombre;28;176;60;Si;No;Siempre;20;30;Frecuentemente;TransportePublico
1516;Hombre;30;165;68;Si;No;Siempre;10;30;Aveces;TransportePublico
1517;Hombre;29;167;96;Si;No;RaraVez;10;10;Aveces;TransportePublico
1518;Hombre;31;179;98;Si;Si;RaraVez;10;30;Aveces;Automovil
1519;Hombre;36;159;116;Si;Si;Siempre;20;30;Aveces;Automovil
1520;Hombre;21;179;62;Si;No;RaraVez;20;30;Aveces;TransportePublico
1521;Hombre;23;166;56;Si;No;RaraVez;20;10;Aveces;TransportePublico
1522;Hombre;24;164;80;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1523;Hombre;25;162;85;Si;No;RaraVez;10;10;Aveces;TransportePublico
1524;Hombre;31;178;68;Si;No;RaraVez;10;30;Aveces;Automovil
1525;Hombre;30;161;83;Si;Si;RaraVez;30;30;Aveces;Automovil
1526;Hombre;23;171;85;Si;No;Siempre;10;30;Aveces;TransportePublico
1527;Hombre;23;178;89;Si;Si;Siempre;10;30;Aveces;TransportePublico
1528;Hombre;40;161;116;Si;No;RaraVez;20;10;Frecuentemente;Automovil
1529;Hombre;34;171;120;Si;No;RaraVez;20;30;Frecuentemente;Automovil
1530;Hombre;22;153;60;Si;No;RaraVez;20;10;Frecuentemente;TransportePublico
1531;Hombre;21;154;83;Si;No;RaraVez;20;30;Aveces;TransportePublico
1532;Hombre;24;155;80;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1533;Hombre;20;176;116;Si;No;Siempre;30;30;Frecuentemente;TransportePublico
1534;Hombre;28;165;90;Si;No;Siempre;10;30;Aveces;Automovil
1535;Hombre;26;167;71;Si;No;RaraVez;10;30;Aveces;Automovil
1536;Hombre;25;179;78;Si;No;RaraVez;20;30;Aveces;TransportePublico
1537;Hombre;25;159;110;Si;No;RaraVez;20;10;Aveces;TransportePublico
1538;Hombre;31;179;73;Si;No;RaraVez;20;30;Frecuentemente;Automovil
1539;Hombre;40;166;89;Si;No;RaraVez;20;30;Frecuentemente;Automovil
1540;Hombre;33;164;116;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1541;Hombre;30;162;87;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1542;Hombre;30;178;89;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
1543;Hombre;29;161;70;Si;Si;Siempre;20;30;Aveces;TransportePublico
1544;Hombre;30;171;89;Si;Si;Siempre;20;10;Aveces;Automovil
1545;Hombre;30;178;70;Si;No;Siempre;20;20;Aveces;Automovil
1546;Hombre;26;161;63;Si;No;RaraVez;10;10;Aveces;TransportePublico
1547;Hombre;26;171;110;Si;Si;RaraVez;10;10;Aveces;TransportePublico
1548;Hombre;37;153;73;Si;No;RaraVez;10;30;Aveces;Automovil
1549;Hombre;28;154;84;Si;Si;RaraVez;30;30;Aveces;Automovil
1550;Hombre;25;155;116;Si;No;Siempre;10;30;Aveces;TransportePublico
1551;Hombre;25;176;87;Si;Si;Siempre;10;30;Aveces;TransportePublico
1552;Hombre;29;171;93;Si;Si;Siempre;20;10;Aveces;Automovil
1553;Hombre;26;178;93;Si;Si;RaraVez;20;20;Aveces;Automovil
1554;Hombre;26;153;93;Si;No;Siempre;20;10;Aveces;TransportePublico
1555;Hombre;27;164;70;Si;No;RaraVez;20;10;Aveces;TransportePublico
1556;Hombre;22;157;93;Si;No;RaraVez;10;10;Aveces;TransportePublico
1557;Hombre;24;162;93;Si;No;Siempre;30;20;Aveces;TransportePublico
1558;Hombre;31;161;84;Si;Si;Siempre;10;20;Aveces;Automovil
1559;Hombre;30;171;77;Si;Si;RaraVez;10;30;Aveces;Automovil
1560;Hombre;31;178;87;Si;No;Siempre;20;30;Aveces;TransportePublico
1561;Hombre;30;161;89;Si;No;RaraVez;20;30;Aveces;TransportePublico
1562;Hombre;25;171;169;Si;Si;RaraVez;20;30;Aveces;TransportePublico
1563;Hombre;25;155;169;Si;No;Siempre;20;30;Aveces;TransportePublico
1564;Hombre;25;159;169;Si;No;RaraVez;10;30;Aveces;TransportePublico
1565;Hombre;25;155;169;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1566;Hombre;38;178;169;Si;No;RaraVez;10;10;Aveces;Automovil
1567;Hombre;38;161;116;Si;No;RaraVez;20;10;Aveces;Automovil
1568;Hombre;25;171;80;Si;No;Siempre;20;30;Frecuentemente;TransportePublico
1569;Hombre;32;170;84;Si;Si;RaraVez;20;20;Frecuentemente;TransportePublico
1570;Hombre;23;176;99;Si;No;RaraVez;10;10;Aveces;TransportePublico
1571;Hombre;24;170;93;Si;Si;Siempre;10;30;Aveces;TransportePublico
1572;Hombre;24;153;93;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1573;Hombre;22;154;116;Si;No;Siempre;30;10;Aveces;TransportePublico
1574;Hombre;24;155;78;Si;Si;RaraVez;10;30;Frecuentemente;TransportePublico
1575;Hombre;30;168;82;Si;Si;RaraVez;10;30;Frecuentemente;TransportePublico
1576;Hombre;20;159;84;Si;No;RaraVez;20;10;Frecuentemente;TransportePublico
1577;Hombre;25;169;80;Si;No;RaraVez;20;10;Frecuentemente;TransportePublico
1578;Hombre;30;166;87;Si;Si;RaraVez;20;30;Frecuentemente;Automovil
1579;Hombre;30;164;93;Si;No;RaraVez;20;10;Aveces;Automovil
1580;Hombre;24;162;82;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1581;Hombre;24;178;68;Si;No;Siempre;30;20;Frecuentemente;TransportePublico
1582;Hombre;29;163;78;Si;No;RaraVez;10;30;Aveces;TransportePublico
1583;Hombre;29;167;93;Si;No;Siempre;10;20;Aveces;TransportePublico
1584;Hombre;37;163;70;Si;No;RaraVez;20;30;Aveces;Automovil
1585;Hombre;39;185;110;Si;No;RaraVez;20;30;Aveces;Automovil
1586;Hombre;22;154;73;Si;No;RaraVez;20;30;Aveces;TransportePublico
1587;Hombre;22;164;84;Si;No;RaraVez;20;10;Aveces;TransportePublico
1588;Hombre;24;157;116;Si;No;Siempre;10;30;Aveces;TransportePublico
1589;Hombre;24;162;87;Si;No;RaraVez;10;30;Aveces;TransportePublico
1590;Hombre;31;155;93;Si;No;Siempre;10;30;Aveces;Automovil
1591;Hombre;31;178;93;Si;No;RaraVez;20;30;Aveces;Automovil
1592;Hombre;22;161;93;Si;No;Siempre;20;30;Aveces;TransportePublico
1593;Hombre;22;171;93;Si;No;RaraVez;20;30;Aveces;TransportePublico
1594;Hombre;40;170;93;Si;No;RaraVez;10;30;Frecuentemente;Automovil
1595;Hombre;41;176;64;Si;Si;RaraVez;10;30;Frecuentemente;Automovil
1596;Hombre;21;170;116;Si;No;Siempre;10;30;Aveces;TransportePublico
1597;Hombre;21;153;77;Si;Si;RaraVez;30;30;Aveces;TransportePublico
1598;Hombre;24;154;87;Si;No;Siempre;10;10;Frecuentemente;TransportePublico
1599;Hombre;24;155;89;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
1600;Hombre;29;168;60;Si;No;RaraVez;20;30;Frecuentemente;Automovil
1601;Hombre;29;159;93;Si;Si;RaraVez;20;20;Frecuentemente;Automovil
1602;Hombre;25;169;93;Si;Si;Siempre;20;10;Aveces;TransportePublico
1603;Hombre;25;166;93;Si;Si;RaraVez;20;30;Aveces;TransportePublico
1604;Hombre;40;164;93;Si;No;RaraVez;10;30;Frecuentemente;Automovil
1605;Hombre;33;162;116;Si;No;RaraVez;30;10;Frecuentemente;Automovil
1606;Hombre;32;178;116;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1607;Hombre;30;163;116;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1608;Hombre;29;167;116;Si;No;RaraVez;20;10;Aveces;TransportePublico
1609;Hombre;28;163;116;Si;No;RaraVez;20;10;Aveces;TransportePublico
1610;Hombre;30;185;116;Si;No;Siempre;20;30;Aveces;Automovil
1611;Hombre;30;154;116;Si;Si;RaraVez;20;10;Aveces;Automovil
1612;Hombre;26;164;78;Si;No;Siempre;10;30;Aveces;TransportePublico
1613;Hombre;26;157;82;Si;Si;RaraVez;10;20;Aveces;TransportePublico
1614;Hombre;33;162;70;Si;Si;Siempre;10;30;Aveces;Automovil
1615;Hombre;32;172;80;Si;No;RaraVez;20;20;Aveces;Automovil
1616;Hombre;26;176;87;Si;Si;Siempre;20;30;Aveces;TransportePublico
1617;Hombre;25;165;93;Si;No;Siempre;20;30;Aveces;TransportePublico
1618;Hombre;29;167;82;Si;Si;Siempre;10;30;Aveces;Automovil
1619;Hombre;27;179;93;Si;No;Siempre;10;10;Aveces;Automovil
1620;Hombre;28;178;84;Si;No;RaraVez;10;30;Aveces;TransportePublico
1621;Hombre;27;161;84;Si;No;Siempre;30;30;Aveces;TransportePublico
1622;Hombre;25;171;93;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1623;Hombre;24;155;110;Si;No;Siempre;10;30;Aveces;TransportePublico
1624;Hombre;30;159;84;Si;No;RaraVez;20;30;Aveces;Automovil
1625;Hombre;30;155;93;Si;No;RaraVez;20;30;Aveces;Automovil
1626;Hombre;31;178;84;Si;No;Siempre;20;30;Aveces;TransportePublico
1627;Hombre;31;161;87;Si;Si;RaraVez;20;30;Aveces;TransportePublico
1628;Hombre;25;171;63;Si;No;RaraVez;10;30;Aveces;TransportePublico
1629;Hombre;25;170;169;Si;Si;RaraVez;30;30;Aveces;TransportePublico
1630;Hombre;24;176;169;Si;Si;Siempre;10;10;Aveces;TransportePublico
1631;Hombre;24;170;169;Si;No;RaraVez;10;10;Aveces;TransportePublico
1632;Hombre;40;153;169;Si;Si;RaraVez;20;30;Aveces;Automovil
1633;Hombre;40;154;169;Si;No;RaraVez;20;20;Aveces;Automovil
1634;Hombre;27;155;169;Si;No;RaraVez;20;10;Frecuentemente;TransportePublico
1635;Hombre;30;168;169;Si;No;Siempre;20;30;Frecuentemente;TransportePublico
1636;Hombre;23;159;87;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1637;Hombre;24;169;89;Si;No;RaraVez;10;10;Aveces;TransportePublico
1638;Hombre;22;166;169;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1639;Hombre;23;164;155;Si;Si;Siempre;20;30;Aveces;TransportePublico
1640;Hombre;24;162;99;Si;Si;Siempre;20;10;Frecuentemente;TransportePublico
1641;Hombre;26;178;99;Si;No;Siempre;20;10;Frecuentemente;TransportePublico
1642;Hombre;20;163;93;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1643;Hombre;22;167;116;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
1644;Hombre;28;163;80;Si;No;RaraVez;10;30;Aveces;Automovil
1645;Hombre;30;185;68;Si;Si;RaraVez;30;20;Aveces;Automovil
1646;Hombre;25;154;99;Si;No;RaraVez;10;30;Aveces;TransportePublico
1647;Hombre;25;164;93;Si;No;RaraVez;10;20;Aveces;TransportePublico
1648;Hombre;31;157;99;Si;No;RaraVez;20;30;Frecuentemente;TransportePublico
1649;Hombre;30;162;116;Si;No;RaraVez;20;30;Frecuentemente;TransportePublico
1650;Hombre;28;172;78;Si;No;Siempre;20;30;Frecuentemente;TransportePublico
1651;Hombre;27;176;82;Si;No;Siempre;20;10;Frecuentemente;TransportePublico
1652;Hombre;31;165;70;Si;Si;RaraVez;10;30;Frecuentemente;TransportePublico
1653;Hombre;30;167;80;Si;No;RaraVez;30;30;Aveces;TransportePublico
1654;Hombre;30;179;87;Si;No;RaraVez;10;30;Aveces;TransportePublico
1655;Hombre;31;159;99;Si;No;RaraVez;10;30;Aveces;TransportePublico
1656;Hombre;31;179;82;Si;No;RaraVez;20;30;Aveces;Automovil
1657;Hombre;30;166;93;Si;No;RaraVez;20;30;Aveces;Automovil
1658;Hombre;37;164;78;Si;No;Siempre;20;30;Aveces;Automovil
1659;Hombre;37;162;84;Si;No;RaraVez;20;30;Aveces;Automovil
1660;Hombre;21;178;84;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1661;Hombre;22;161;110;Si;No;RaraVez;10;30;Aveces;TransportePublico
1662;Hombre;25;171;93;Si;No;Siempre;10;10;Aveces;TransportePublico
1663;Hombre;23;178;93;Si;No;RaraVez;20;10;Aveces;TransportePublico
1664;Hombre;23;161;116;Si;No;Siempre;20;30;Aveces;TransportePublico
1665;Hombre;24;171;87;Si;No;Siempre;20;20;Aveces;TransportePublico
1666;Hombre;25;153;99;Si;No;RaraVez;10;10;Aveces;TransportePublico
1667;Hombre;25;154;99;Si;No;RaraVez;10;30;Aveces;TransportePublico
1668;Hombre;30;155;99;Si;Si;RaraVez;10;30;Aveces;Automovil
1669;Hombre;30;176;116;Si;No;Siempre;30;10;Aveces;Automovil
1670;Hombre;31;165;93;Si;Si;RaraVez;10;30;Aveces;Automovil
1671;Hombre;30;167;93;Si;Si;RaraVez;10;30;Aveces;Automovil
1672;Hombre;24;179;99;Si;No;Siempre;20;10;Aveces;TransportePublico
1673;Hombre;23;159;116;Si;No;RaraVez;20;10;Aveces;TransportePublico
1674;Hombre;23;179;87;Si;No;Siempre;20;30;Aveces;TransportePublico
1675;Hombre;23;166;89;Si;Si;Siempre;20;10;Aveces;TransportePublico
1676;Hombre;39;164;116;Si;No;RaraVez;10;30;Frecuentemente;Automovil
1677;Hombre;36;162;99;Si;Si;RaraVez;30;20;Frecuentemente;Automovil
1678;Hombre;33;178;116;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
1679;Hombre;34;161;116;Si;Si;RaraVez;10;20;Frecuentemente;TransportePublico
1680;Hombre;22;171;116;Si;Si;RaraVez;20;30;Aveces;TransportePublico
1681;Hombre;22;178;116;Si;No;RaraVez;20;30;Aveces;TransportePublico
1682;Hombre;23;161;116;Si;No;RaraVez;20;30;Aveces;TransportePublico
1683;Hombre;22;171;116;Si;No;Siempre;20;10;Aveces;TransportePublico
1684;Hombre;24;153;116;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1685;Hombre;24;154;116;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1686;Hombre;20;155;116;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
1687;Hombre;23;176;116;Si;Si;RaraVez;20;30;Frecuentemente;TransportePublico
1688;Hombre;28;171;78;Si;No;RaraVez;20;30;Aveces;Automovil
1689;Hombre;29;178;82;Si;No;Siempre;20;30;Aveces;Automovil
1690;Hombre;27;153;116;Si;No;Siempre;10;30;Aveces;Automovil
1691;Hombre;24;154;80;Si;No;RaraVez;10;30;Aveces;Automovil
1692;Hombre;25;155;87;Si;No;Siempre;10;30;Aveces;TransportePublico
1693;Hombre;25;164;116;Si;No;RaraVez;30;30;Aveces;TransportePublico
1694;Hombre;25;162;82;Si;Si;RaraVez;10;10;Aveces;TransportePublico
1695;Hombre;25;178;68;Si;No;RaraVez;10;10;Aveces;TransportePublico
1696;Hombre;30;163;78;Si;Si;Siempre;20;30;Aveces;Automovil
1697;Hombre;30;167;116;Si;Si;Siempre;20;20;Aveces;Automovil
1698;Hombre;40;163;116;Si;Si;Siempre;20;10;Frecuentemente;Automovil
1699;Hombre;40;185;116;Si;No;Siempre;20;30;Frecuentemente;Automovil
1700;Hombre;30;154;80;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
1701;Hombre;33;164;116;Si;No;Siempre;30;10;Frecuentemente;TransportePublico
1702;Hombre;30;157;90;Si;Si;RaraVez;10;30;Frecuentemente;TransportePublico
1703;Hombre;29;162;95;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1704;Hombre;31;161;88;Si;No;RaraVez;20;10;Aveces;TransportePublico
1705;Hombre;30;171;146;Si;No;Siempre;20;10;Aveces;TransportePublico
1706;Hombre;29;178;146;Si;No;RaraVez;20;30;Aveces;TransportePublico
1707;Hombre;30;161;146;Si;No;RaraVez;20;10;Aveces;TransportePublico
1708;Hombre;30;171;145;Si;No;Siempre;10;30;Aveces;Automovil
1709;Hombre;31;155;90;Si;Si;Siempre;10;20;Aveces;Automovil
1710;Hombre;30;159;145;Si;Si;Siempre;10;30;Aveces;Automovil
1711;Hombre;30;155;86;Si;Si;RaraVez;20;20;Aveces;Automovil
1712;Hombre;26;178;85;Si;Si;RaraVez;20;30;Frecuentemente;TransportePublico
1713;Hombre;26;161;99;Si;No;RaraVez;20;30;Frecuentemente;TransportePublico
1714;Hombre;25;171;99;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1715;Hombre;26;170;75;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
1716;Hombre;37;176;95;Si;Si;Siempre;10;30;Frecuentemente;Automovil
1717;Hombre;37;170;145;Si;Si;RaraVez;30;30;Frecuentemente;Automovil
1718;Hombre;28;153;90;Si;No;RaraVez;10;30;Frecuentemente;Automovil
1719;Hombre;27;154;90;Si;Si;Siempre;10;30;Frecuentemente;Automovil
1720;Hombre;25;155;80;Si;No;RaraVez;20;30;Frecuentemente;TransportePublico
1721;Hombre;25;163;145;Si;No;Siempre;20;30;Frecuentemente;TransportePublico
1722;Hombre;25;185;145;Si;No;Siempre;20;30;Frecuentemente;TransportePublico
1723;Hombre;25;154;145;Si;No;RaraVez;20;30;Frecuentemente;TransportePublico
1724;Hombre;29;164;145;Si;No;Siempre;10;30;Frecuentemente;Automovil
1725;Hombre;29;157;90;Si;No;RaraVez;10;30;Frecuentemente;Automovil
1726;Hombre;26;162;90;Si;No;RaraVez;10;10;Frecuentemente;Automovil
1727;Hombre;28;161;95;Si;No;RaraVez;20;10;Frecuentemente;Automovil
1728;Hombre;26;171;90;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
1729;Hombre;27;178;95;Si;No;Siempre;10;20;Frecuentemente;TransportePublico
1730;Hombre;27;161;75;Si;No;RaraVez;20;10;Frecuentemente;TransportePublico
1731;Hombre;26;171;72;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1732;Hombre;22;155;80;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
1733;Hombre;22;159;75;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
1734;Hombre;23;155;169;Si;Si;RaraVez;10;30;Frecuentemente;TransportePublico
1735;Hombre;24;178;169;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
